Regional_Grouping,Region_Code,Region,Country,ISO3Code,M49Region_Code,M49_Code,FAO_CODE
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Dominica,DMA,902,212,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Dominican Republic,DOM,902,214,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Egypt,EGY,902,818,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),El Salvador,SLV,902,222,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Eritrea,ERI,902,232,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Eswatini,SWZ,902,748,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Ethiopia,ETH,902,231,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Gabon,GAB,902,266,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Gambia,GMB,902,270,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Grenada,GRD,902,308,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Guinea,GIN,902,324,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Guinea-Bissau,GNB,902,624,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Haiti,HTI,902,332,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Honduras,HND,902,340,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Jamaica,JAM,902,388,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Jordan,JOR,902,400,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Kenya,KEN,902,404,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Kiribati,KIR,902,296,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Lao People's Democratic Republic,LAO,902,418,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Lesotho,LSO,902,426,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Liberia,LBR,902,430,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Madagascar,MDG,902,450,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Malawi,MWI,902,454,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Maldives,MDV,902,462,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Mali,MLI,902,466,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Mauritania,MRT,902,478,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Mauritius,MUS,902,480,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Mongolia,MNG,902,496,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Morocco,MAR,902,504,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Mozambique,MOZ,902,508,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Myanmar,MMR,902,104,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Namibia,NAM,902,516,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Nepal,NPL,902,524,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Niger,NER,902,562,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Pakistan,PAK,902,586,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Peru,PER,902,604,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Rwanda,RWA,902,646,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Saint Kitts and Nevis,KNA,902,659,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Saint Lucia,LCA,902,662,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Saint Vincent and the Grenadines,VCT,902,670,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Samoa,WSM,902,882,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Sao Tome and Principe,STP,902,678,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Senegal,SEN,902,686,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Sierra Leone,SLE,902,694,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Solomon Islands,SLB,902,90,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Somalia,SOM,902,706,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),South Sudan,SSD,902,728,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Sri Lanka,LKA,902,144,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Sudan,SDN,902,729,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Timor-Leste,TLS,902,626,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Togo,TGO,902,768,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Tonga,TON,902,776,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Trinidad and Tobago,TTO,902,780,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Tunisia,TUN,902,788,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Tuvalu,TUV,902,798,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Uganda,UGA,902,800,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),United Republic of Tanzania,TZA,902,834,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Venezuela (Bolivarian Republic of),VEN,902,862,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Yemen,YEM,902,887,5817
FAO_GLOBAL,"",Net Food Importing Developing Countries (NFIDCs),Zambia,ZMB,902,894,5817
SDGRC,SDGRC_ECA_AMU,ECA_AMU,Algeria,DZA,98111,12,
SDGRC,SDGRC_ECA_AMU,ECA_AMU,Libya,LBY,98111,434,
SDGRC,SDGRC_ECA_AMU,ECA_AMU,Mauritania,MRT,98111,478,
SDGRC,SDGRC_ECA_AMU,ECA_AMU,Morocco,MAR,98111,504,
SDGRC,SDGRC_ECA_AMU,ECA_AMU,Tunisia,TUN,98111,788,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Algeria,DZA,98106,12,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Angola,AGO,98106,24,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Benin,BEN,98106,204,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Botswana,BWA,98106,72,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Burkina Faso,BFA,98106,854,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Burundi,BDI,98106,108,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Cabo Verde,CPV,98106,132,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Cameroon,CMR,98106,120,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Central African Republic,CAF,98106,140,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Chad,TCD,98106,148,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Comoros,COM,98106,174,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Congo,COG,98106,178,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Côte d'Ivoire,CIV,98106,384,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Democratic Republic of the Congo,COD,98106,180,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Djibouti,DJI,98106,262,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Egypt,EGY,98106,818,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Equatorial Guinea,GNQ,98106,226,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Eritrea,ERI,98106,232,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Eswatini,SWZ,98106,748,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Ethiopia,ETH,98106,231,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Gabon,GAB,98106,266,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Gambia,GMB,98106,270,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Ghana,GHA,98106,288,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Guinea,GIN,98106,324,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Guinea-Bissau,GNB,98106,624,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Kenya,KEN,98106,404,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Lesotho,LSO,98106,426,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Liberia,LBR,98106,430,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Libya,LBY,98106,434,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Madagascar,MDG,98106,450,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Malawi,MWI,98106,454,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Mali,MLI,98106,466,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Mauritania,MRT,98106,478,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Mauritius,MUS,98106,480,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Morocco,MAR,98106,504,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Mozambique,MOZ,98106,508,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Namibia,NAM,98106,516,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Niger,NER,98106,562,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Nigeria,NGA,98106,566,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Rwanda,RWA,98106,646,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Sao Tome and Principe,STP,98106,678,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Senegal,SEN,98106,686,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Seychelles,SYC,98106,690,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Sierra Leone,SLE,98106,694,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Somalia,SOM,98106,706,
SDGRC,SDGRC_AUC,ECA_African Union Commission,South Africa,ZAF,98106,710,
SDGRC,SDGRC_AUC,ECA_African Union Commission,South Sudan,SSD,98106,728,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Sudan,SDN,98106,729,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Togo,TGO,98106,768,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Tunisia,TUN,98106,788,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Uganda,UGA,98106,800,
SDGRC,SDGRC_AUC,ECA_African Union Commission,United Republic of Tanzania,TZA,98106,834,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Western Sahara,ESH,98106,,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Zambia,ZMB,98106,894,
SDGRC,SDGRC_AUC,ECA_African Union Commission,Zimbabwe,ZWE,98106,716,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Algeria,DZA,98100,12,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Angola,AGO,98100,24,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Benin,BEN,98100,204,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Botswana,BWA,98100,72,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Burkina Faso,BFA,98100,854,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Burundi,BDI,98100,108,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Cabo Verde,CPV,98100,132,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Cameroon,CMR,98100,120,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Central African Republic,CAF,98100,140,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Chad,TCD,98100,148,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Comoros,COM,98100,174,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Congo,COG,98100,178,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Côte d'Ivoire,CIV,98100,384,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Democratic Republic of the Congo,COD,98100,180,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Djibouti,DJI,98100,262,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Egypt,EGY,98100,818,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Equatorial Guinea,GNQ,98100,226,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Eritrea,ERI,98100,232,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Eswatini,SWZ,98100,748,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Ethiopia,ETH,98100,231,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Gabon,GAB,98100,266,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Gambia,GMB,98100,270,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Ghana,GHA,98100,288,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Guinea,GIN,98100,324,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Guinea-Bissau,GNB,98100,624,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Kenya,KEN,98100,404,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Lesotho,LSO,98100,426,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Liberia,LBR,98100,430,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Libya,LBY,98100,434,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Madagascar,MDG,98100,450,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Malawi,MWI,98100,454,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Mali,MLI,98100,466,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Mauritania,MRT,98100,478,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Mauritius,MUS,98100,480,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Morocco,MAR,98100,504,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Mozambique,MOZ,98100,508,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Namibia,NAM,98100,516,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Niger,NER,98100,562,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Nigeria,NGA,98100,566,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Rwanda,RWA,98100,646,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Sao Tome and Principe,STP,98100,678,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Senegal,SEN,98100,686,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Seychelles,SYC,98100,690,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Sierra Leone,SLE,98100,694,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Somalia,SOM,98100,706,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,South Africa,ZAF,98100,710,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,South Sudan,SSD,98100,728,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Sudan,SDN,98100,729,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Togo,TGO,98100,768,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Tunisia,TUN,98100,788,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Uganda,UGA,98100,800,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,United Republic of Tanzania,TZA,98100,834,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Zambia,ZMB,98100,894,
SDGRC,SDGRC_ECA_ALL,ECA_All countries,Zimbabwe,ZWE,98100,716,
SDGRC,SDGRC_ECA_CEN_SAD,ECA_CEN-SAD,Benin,BEN,98112,204,
SDGRC,SDGRC_ECA_CEN_SAD,ECA_CEN-SAD,Burkina Faso,BFA,98112,854,
SDGRC,SDGRC_ECA_CEN_SAD,ECA_CEN-SAD,Central African Republic,CAF,98112,140,
SDGRC,SDGRC_ECA_CEN_SAD,ECA_CEN-SAD,Chad,TCD,98112,148,
SDGRC,SDGRC_ECA_CEN_SAD,ECA_CEN-SAD,Comoros,COM,98112,174,
SDGRC,SDGRC_ECA_CEN_SAD,ECA_CEN-SAD,Côte d'Ivoire,CIV,98112,384,
SDGRC,SDGRC_ECA_CEN_SAD,ECA_CEN-SAD,Djibouti,DJI,98112,262,
SDGRC,SDGRC_ECA_CEN_SAD,ECA_CEN-SAD,Egypt,EGY,98112,818,
SDGRC,SDGRC_ECA_CEN_SAD,ECA_CEN-SAD,Eritrea,ERI,98112,232,
SDGRC,SDGRC_ECA_CEN_SAD,ECA_CEN-SAD,Gambia,GMB,98112,270,
SDGRC,SDGRC_ECA_CEN_SAD,ECA_CEN-SAD,Ghana,GHA,98112,288,
SDGRC,SDGRC_ECA_CEN_SAD,ECA_CEN-SAD,Guinea-Bissau,GNB,98112,624,
SDGRC,SDGRC_ECA_CEN_SAD,ECA_CEN-SAD,Libya,LBY,98112,434,
SDGRC,SDGRC_ECA_CEN_SAD,ECA_CEN-SAD,Mali,MLI,98112,466,
SDGRC,SDGRC_ECA_CEN_SAD,ECA_CEN-SAD,Mauritania,MRT,98112,478,
SDGRC,SDGRC_ECA_CEN_SAD,ECA_CEN-SAD,Morocco,MAR,98112,504,
SDGRC,SDGRC_ECA_CEN_SAD,ECA_CEN-SAD,Niger,NER,98112,562,
SDGRC,SDGRC_ECA_CEN_SAD,ECA_CEN-SAD,Nigeria,NGA,98112,566,
SDGRC,SDGRC_ECA_CEN_SAD,ECA_CEN-SAD,Senegal,SEN,98112,686,
SDGRC,SDGRC_ECA_CEN_SAD,ECA_CEN-SAD,Sierra Leone,SLE,98112,694,
SDGRC,SDGRC_ECA_CEN_SAD,ECA_CEN-SAD,Somalia,SOM,98112,706,
SDGRC,SDGRC_ECA_CEN_SAD,ECA_CEN-SAD,Sudan,SDN,98112,729,
SDGRC,SDGRC_ECA_CEN_SAD,ECA_CEN-SAD,Togo,TGO,98112,768,
SDGRC,SDGRC_ECA_CEN_SAD,ECA_CEN-SAD,Tunisia,TUN,98112,788,
SDGRC,SDGRC_ECA_COMESA,ECA_COMESA,Burundi,BDI,98113,108,
SDGRC,SDGRC_ECA_COMESA,ECA_COMESA,Comoros,COM,98113,174,
SDGRC,SDGRC_ECA_COMESA,ECA_COMESA,Democratic Republic of the Congo,COD,98113,180,
SDGRC,SDGRC_ECA_COMESA,ECA_COMESA,Djibouti,DJI,98113,262,
SDGRC,SDGRC_ECA_COMESA,ECA_COMESA,Egypt,EGY,98113,818,
SDGRC,SDGRC_ECA_COMESA,ECA_COMESA,Eritrea,ERI,98113,232,
SDGRC,SDGRC_ECA_COMESA,ECA_COMESA,Eswatini,SWZ,98113,748,
SDGRC,SDGRC_ECA_COMESA,ECA_COMESA,Ethiopia,ETH,98113,231,
SDGRC,SDGRC_ECA_COMESA,ECA_COMESA,Kenya,KEN,98113,404,
SDGRC,SDGRC_ECA_COMESA,ECA_COMESA,Libya,LBY,98113,434,
SDGRC,SDGRC_ECA_COMESA,ECA_COMESA,Madagascar,MDG,98113,450,
SDGRC,SDGRC_ECA_COMESA,ECA_COMESA,Malawi,MWI,98113,454,
SDGRC,SDGRC_ECA_COMESA,ECA_COMESA,Mauritius,MUS,98113,480,
SDGRC,SDGRC_ECA_COMESA,ECA_COMESA,Rwanda,RWA,98113,646,
SDGRC,SDGRC_ECA_COMESA,ECA_COMESA,Seychelles,SYC,98113,690,
SDGRC,SDGRC_ECA_COMESA,ECA_COMESA,Somalia,SOM,98113,706,
SDGRC,SDGRC_ECA_COMESA,ECA_COMESA,Sudan,SDN,98113,729,
SDGRC,SDGRC_ECA_COMESA,ECA_COMESA,Tunisia,TUN,98113,788,
SDGRC,SDGRC_ECA_COMESA,ECA_COMESA,Uganda,UGA,98113,800,
SDGRC,SDGRC_ECA_COMESA,ECA_COMESA,Zambia,ZMB,98113,894,
SDGRC,SDGRC_ECA_COMESA,ECA_COMESA,Zimbabwe,ZWE,98113,716,
SDGRC,SDGRC_ECA_CA,ECA_Central Africa,Cameroon,CMR,98101,120,
SDGRC,SDGRC_ECA_CA,ECA_Central Africa,Central African Republic,CAF,98101,140,
SDGRC,SDGRC_ECA_CA,ECA_Central Africa,Chad,TCD,98101,148,
SDGRC,SDGRC_ECA_CA,ECA_Central Africa,Congo,COG,98101,178,
SDGRC,SDGRC_ECA_CA,ECA_Central Africa,Equatorial Guinea,GNQ,98101,226,
SDGRC,SDGRC_ECA_CA,ECA_Central Africa,Gabon,GAB,98101,266,
SDGRC,SDGRC_ECA_CA,ECA_Central Africa,Sao Tome and Principe,STP,98101,678,
SDGRC,SDGRC_ECA_EAC,ECA_EAC,Burundi,BDI,98114,108,
SDGRC,SDGRC_ECA_EAC,ECA_EAC,Democratic Republic of the Congo,COD,98114,180,
SDGRC,SDGRC_ECA_EAC,ECA_EAC,Kenya,KEN,98114,404,
SDGRC,SDGRC_ECA_EAC,ECA_EAC,Rwanda,RWA,98114,646,
SDGRC,SDGRC_ECA_EAC,ECA_EAC,South Sudan,SSD,98114,728,
SDGRC,SDGRC_ECA_EAC,ECA_EAC,Uganda,UGA,98114,800,
SDGRC,SDGRC_ECA_EAC,ECA_EAC,United Republic of Tanzania,TZA,98114,834,
SDGRC,SDGRC_ECA_ECCAS,ECA_ECCAS,Angola,AGO,98107,24,
SDGRC,SDGRC_ECA_ECCAS,ECA_ECCAS,Burundi,BDI,98107,108,
SDGRC,SDGRC_ECA_ECCAS,ECA_ECCAS,Cameroon,CMR,98107,120,
SDGRC,SDGRC_ECA_ECCAS,ECA_ECCAS,Central African Republic,CAF,98107,140,
SDGRC,SDGRC_ECA_ECCAS,ECA_ECCAS,Chad,TCD,98107,148,
SDGRC,SDGRC_ECA_ECCAS,ECA_ECCAS,Congo,COG,98107,178,
SDGRC,SDGRC_ECA_ECCAS,ECA_ECCAS,Democratic Republic of the Congo,COD,98107,180,
SDGRC,SDGRC_ECA_ECCAS,ECA_ECCAS,Equatorial Guinea,GNQ,98107,226,
SDGRC,SDGRC_ECA_ECCAS,ECA_ECCAS,Gabon,GAB,98107,266,
SDGRC,SDGRC_ECA_ECCAS,ECA_ECCAS,Rwanda,RWA,98107,646,
SDGRC,SDGRC_ECA_ECCAS,ECA_ECCAS,Sao Tome and Principe,STP,98107,678,
SDGRC,SDGRC_ECA_ECOWAS,ECA_ECOWAS,Benin,BEN,98108,204,
SDGRC,SDGRC_ECA_ECOWAS,ECA_ECOWAS,Cabo Verde,CPV,98108,132,
SDGRC,SDGRC_ECA_ECOWAS,ECA_ECOWAS,Côte d'Ivoire,CIV,98108,384,
SDGRC,SDGRC_ECA_ECOWAS,ECA_ECOWAS,Gambia,GMB,98108,270,
SDGRC,SDGRC_ECA_ECOWAS,ECA_ECOWAS,Ghana,GHA,98108,288,
SDGRC,SDGRC_ECA_ECOWAS,ECA_ECOWAS,Guinea,GIN,98108,324,
SDGRC,SDGRC_ECA_ECOWAS,ECA_ECOWAS,Guinea-Bissau,GNB,98108,624,
SDGRC,SDGRC_ECA_ECOWAS,ECA_ECOWAS,Liberia,LBR,98108,430,
SDGRC,SDGRC_ECA_ECOWAS,ECA_ECOWAS,Nigeria,NGA,98108,566,
SDGRC,SDGRC_ECA_ECOWAS,ECA_ECOWAS,Senegal,SEN,98108,686,
SDGRC,SDGRC_ECA_ECOWAS,ECA_ECOWAS,Sierra Leone,SLE,98108,694,
SDGRC,SDGRC_ECA_ECOWAS,ECA_ECOWAS,Togo,TGO,98108,768,
SDGRC,SDGRC_ECA_EA,ECA_Eastern Africa,Burundi,BDI,98102,108,
SDGRC,SDGRC_ECA_EA,ECA_Eastern Africa,Comoros,COM,98102,174,
SDGRC,SDGRC_ECA_EA,ECA_Eastern Africa,Democratic Republic of the Congo,COD,98102,180,
SDGRC,SDGRC_ECA_EA,ECA_Eastern Africa,Djibouti,DJI,98102,262,
SDGRC,SDGRC_ECA_EA,ECA_Eastern Africa,Eritrea,ERI,98102,232,
SDGRC,SDGRC_ECA_EA,ECA_Eastern Africa,Ethiopia,ETH,98102,231,
SDGRC,SDGRC_ECA_EA,ECA_Eastern Africa,Kenya,KEN,98102,404,
SDGRC,SDGRC_ECA_EA,ECA_Eastern Africa,Madagascar,MDG,98102,450,
SDGRC,SDGRC_ECA_EA,ECA_Eastern Africa,Rwanda,RWA,98102,646,
SDGRC,SDGRC_ECA_EA,ECA_Eastern Africa,Seychelles,SYC,98102,690,
SDGRC,SDGRC_ECA_EA,ECA_Eastern Africa,Somalia,SOM,98102,706,
SDGRC,SDGRC_ECA_EA,ECA_Eastern Africa,South Sudan,SSD,98102,728,
SDGRC,SDGRC_ECA_EA,ECA_Eastern Africa,Uganda,UGA,98102,800,
SDGRC,SDGRC_ECA_EA,ECA_Eastern Africa,United Republic of Tanzania,TZA,98102,834,
SDGRC,SDGRC_ECA_IGAD,ECA_IGAD,Djibouti,DJI,98109,262,
SDGRC,SDGRC_ECA_IGAD,ECA_IGAD,Eritrea,ERI,98109,232,
SDGRC,SDGRC_ECA_IGAD,ECA_IGAD,Ethiopia,ETH,98109,231,
SDGRC,SDGRC_ECA_IGAD,ECA_IGAD,Kenya,KEN,98109,404,
SDGRC,SDGRC_ECA_IGAD,ECA_IGAD,Somalia,SOM,98109,706,
SDGRC,SDGRC_ECA_IGAD,ECA_IGAD,South Sudan,SSD,98109,728,
SDGRC,SDGRC_ECA_IGAD,ECA_IGAD,Sudan,SDN,98109,729,
SDGRC,SDGRC_ECA_IGAD,ECA_IGAD,Uganda,UGA,98109,800,
SDGRC,SDGRC_ECA_IE,ECA_Island economies,Cabo Verde,CPV,98115,132,
SDGRC,SDGRC_ECA_IE,ECA_Island economies,Comoros,COM,98115,174,
SDGRC,SDGRC_ECA_IE,ECA_Island economies,Madagascar,MDG,98115,450,
SDGRC,SDGRC_ECA_IE,ECA_Island economies,Mauritius,MUS,98115,480,
SDGRC,SDGRC_ECA_IE,ECA_Island economies,Sao Tome and Principe,STP,98115,678,
SDGRC,SDGRC_ECA_IE,ECA_Island economies,Seychelles,SYC,98115,690,
SDGRC,SDGRC_ECA_LL_LDC,ECA_Land-locked LDCs,Burkina Faso,BFA,98117,854,
SDGRC,SDGRC_ECA_LL_LDC,ECA_Land-locked LDCs,Burundi,BDI,98117,108,
SDGRC,SDGRC_ECA_LL_LDC,ECA_Land-locked LDCs,Central African Republic,CAF,98117,140,
SDGRC,SDGRC_ECA_LL_LDC,ECA_Land-locked LDCs,Chad,TCD,98117,148,
SDGRC,SDGRC_ECA_LL_LDC,ECA_Land-locked LDCs,Ethiopia,ETH,98117,231,
SDGRC,SDGRC_ECA_LL_LDC,ECA_Land-locked LDCs,Lesotho,LSO,98117,426,
SDGRC,SDGRC_ECA_LL_LDC,ECA_Land-locked LDCs,Malawi,MWI,98117,454,
SDGRC,SDGRC_ECA_LL_LDC,ECA_Land-locked LDCs,Mali,MLI,98117,466,
SDGRC,SDGRC_ECA_LL_LDC,ECA_Land-locked LDCs,Niger,NER,98117,562,
SDGRC,SDGRC_ECA_LL_LDC,ECA_Land-locked LDCs,Rwanda,RWA,98117,646,
SDGRC,SDGRC_ECA_LL_LDC,ECA_Land-locked LDCs,South Sudan,SSD,98117,728,
